1.266,1.2662,1.2584,1.2584
1.2583,1.2653,1.2583,1.2617
1.2618,1.2749,1.2618,1.2736
1.2736,1.2749,1.2667,1.2708
1.2709,1.2735,1.2615,1.2615
1.2625,1.2691,1.2609,1.2686
1.2686,1.2698,1.265,1.2653
1.2652,1.2669,1.2616,1.2631
1.2631,1.2648,1.2559,1.2583
1.2582,1.2646,1.2582,1.2622
1.2628,1.2651,1.2611,1.262
1.2622,1.2627,1.2604,1.2604
1.2607,1.2608,1.2603,1.2603
1.2603,1.2624,1.2603,1.2619
1.2612,1.2623,1.2588,1.2615
1.262,1.2628,1.2599,1.261
1.261,1.2752,1.261,1.2729
1.2704,1.271,1.2615,1.271
1.271,1.2745,1.2678,1.2706
1.2705,1.2716,1.2524,1.2527
1.2521,1.2554,1.2512,1.2542
1.2541,1.2589,1.2541,1.2541
1.2541,1.2548,1.2442,1.2459
1.2459,1.2483,1.243,1.2458
1.2454,1.2476,1.2395,1.2395
1.2398,1.2434,1.2362,1.2377
1.2377,1.2396,1.2319,1.233
1.2328,1.2387,1.2299,1.2386
1.2386,1.2386,1.2325,1.2328
1.2328,1.2335,1.2156,1.2156
1.2174,1.2182,1.2085,1.2101
1.2102,1.2145,1.2048,1.2071
1.2071,1.2086,1.1973,1.1977
1.1977,1.204,1.1959,1.2038
1.2037,1.2082,1.1997,1.2059
1.2039,1.2041,1.1937,1.1938
1.1938,1.1943,1.1868,1.1915
1.1914,1.1981,1.1869,1.1931
1.1931,1.201,1.1921,1.1981
1.1981,1.2015,1.195,1.1962
1.1956,1.1959,1.1891,1.1942
1.1942,1.1953,1.1898,1.1898
1.1898,1.1926,1.1874,1.1908
1.1909,1.192,1.1867,1.1867
1.1869,1.1869,1.1727,1.1836
1.1888,1.1916,1.183,1.1835
1.1837,1.1837,1.1695,1.1695
1.1695,1.171,1.1608,1.1624
1.1624,1.1688,1.1624,1.1646
1.1648,1.166,1.16,1.1618
1.1599,1.1601,1.1528,1.1528
1.1528,1.162,1.1508,1.1603
1.1603,1.1635,1.1522,1.1531
1.1528,1.1634,1.1528,1.1634
1.1634,1.165,1.1601,1.1601
1.1613,1.1739,1.1613,1.1708
1.1707,1.1717,1.1672,1.171
1.1709,1.1729,1.1579,1.1586
1.1585,1.1618,1.1575,1.1598
1.1598,1.1607,1.1556,1.1566
1.1554,1.1578,1.1515,1.1515
1.1514,1.1527,1.1424,1.1427
1.1426,1.1453,1.1425,1.1431
1.1432,1.145,1.1391,1.1416
1.1416,1.1437,1.1395,1.142
1.1418,1.151,1.1418,1.1507
1.1506,1.1518,1.1475,1.1481
1.1481,1.156,1.1447,1.1556
1.1557,1.1569,1.1473,1.1473
1.1473,1.1564,1.1468,1.1542
1.1543,1.1591,1.1543,1.1557
1.1558,1.1678,1.1556,1.1666
1.1666,1.167,1.1613,1.1625
1.1625,1.169,1.1549,1.1549
1.1549,1.1628,1.1549,1.16
1.1583,1.1597,1.1564,1.1585
1.1585,1.161,1.1559,1.1573
1.1574,1.1602,1.1554,1.1598
1.1598,1.1705,1.1598,1.1691
1.1686,1.1696,1.1656,1.1663
1.1659,1.176,1.1656,1.168
1.168,1.1763,1.168,1.1743
1.1743,1.1744,1.1689,1.1689
1.1689,1.1757,1.1683,1.173
1.1729,1.1745,1.1631,1.1631
1.1617,1.1625,1.1454,1.1454
1.1454,1.1467,1.1434,1.1437
1.1437,1.1456,1.1366,1.1366
1.1367,1.1449,1.1367,1.1414
1.1414,1.1424,1.1381,1.1401
1.1406,1.142,1.1345,1.1345
1.1344,1.1379,1.1315,1.1367
1.1366,1.1384,1.1352,1.1352
1.1352,1.1396,1.1352,1.137
1.137,1.1456,1.137,1.1451
1.1456,1.1536,1.1456,1.1517
1.1517,1.153,1.1404,1.1404
1.1404,1.1447,1.1404,1.1428
1.1428,1.1442,1.1398,1.1411
1.1411,1.1416,1.1334,1.1334
1.129,1.1354,1.129,1.1311
1.1311,1.1374,1.1311,1.1361
1.136,1.1379,1.1304,1.1321
1.1321,1.1402,1.1312,1.1369
1.1369,1.1381,1.1324,1.1324
1.1326,1.1345,1.1304,1.1304
1.1304,1.1378,1.1304,1.1363
1.1363,1.1404,1.1357,1.1383
1.1382,1.1482,1.1381,1.1466
1.1466,1.1613,1.1466,1.16
1.1618,1.1635,1.1463,1.1463
1.1463,1.1576,1.1463,1.1572
1.1572,1.1576,1.1486,1.1573
1.1572,1.162,1.1533,1.1553
1.1552,1.1601,1.1516,1.1579
1.1581,1.1606,1.1473,1.1473
1.1473,1.1687,1.1473,1.1682
1.1682,1.1695,1.1566,1.1584
1.1584,1.161,1.1541,1.1565
1.1565,1.1601,1.1565,1.157
1.1617,1.1652,1.1593,1.1608
1.1608,1.161,1.1485,1.1487
1.1487,1.1563,1.1484,1.1534
1.1535,1.1541,1.1472,1.1522
1.1523,1.1536,1.1454,1.1466
1.1433,1.1441,1.1323,1.1338
1.1338,1.1375,1.1324,1.1347
1.1347,1.1355,1.1312,1.1342
1.1342,1.1361,1.1332,1.1338
1.1338,1.1358,1.1261,1.1354
1.1365,1.1485,1.1365,1.1467
1.1466,1.1476,1.1383,1.1393
1.1392,1.1453,1.1392,1.1406
1.1405,1.1407,1.1337,1.1337
1.1337,1.1351,1.1277,1.1278
1.1285,1.1347,1.1282,1.1327
1.1326,1.1339,1.1303,1.133
1.1331,1.1381,1.1313,1.1313
1.1312,1.1389,1.1309,1.137
1.137,1.1386,1.1332,1.1352
1.1342,1.1421,1.1342,1.142
1.142,1.1429,1.1367,1.1378
1.1378,1.1411,1.1378,1.1379
1.1379,1.1389,1.1354,1.1367
1.1365,1.1372,1.1281,1.1281
1.128,1.1299,1.1248,1.1254
1.1254,1.1285,1.1238,1.1238
1.1238,1.1264,1.1198,1.1198
1.1198,1.1241,1.1193,1.1211
1.1211,1.1238,1.1181,1.1198
1.1198,1.1265,1.1198,1.1203
1.1203,1.121,1.114,1.1148
1.1147,1.1169,1.1132,1.1149
1.1149,1.1228,1.1123,1.1204
1.1205,1.1207,1.106,1.106
1.1047,1.1054,1.0935,1.0945
1.0945,1.1005,1.0905,1.0952
1.0952,1.0991,1.0923,1.0959
1.0959,1.0982,1.0921,1.0964
1.0962,1.0989,1.0921,1.0958
1.0966,1.098,1.0932,1.0932
1.0932,1.0939,1.0777,1.0777
1.0776,1.0812,1.0739,1.0766
1.0766,1.0776,1.0694,1.0708
1.0708,1.0721,1.0683,1.0683
1.0683,1.0684,1.0632,1.0658
1.0658,1.0739,1.0658,1.0687
1.0689,1.0712,1.065,1.0696
1.0695,1.0728,1.0661,1.0674
1.0673,1.0674,1.0531,1.054
1.0532,1.054,1.0485,1.0513
1.0513,1.0544,1.0429,1.0435
1.0435,1.0463,1.0386,1.043
1.043,1.0507,1.04,1.0497
1.0497,1.0658,1.047,1.0633
1.062,1.0633,1.0534,1.0534
1.0533,1.0575,1.0509,1.0529
1.0528,1.0713,1.0527,1.0686
1.0686,1.0711,1.0633,1.0659
1.0659,1.079,1.0637,1.0759
1.0792,1.0849,1.0701,1.0701
1.0701,1.0714,1.066,1.0675
1.0675,1.0675,1.058,1.0581
